id,name,Capacity,Access,Bicycle_parking,Covered,nodeId,latitude,longitude,iconUrl
cycleparking-w1068951627,Un-named place of interest,20,private,shed,yes,0,53.78851,-1.50481,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1068951628,Un-named place of interest,20,private,shed,yes,0,53.78849,-1.50471,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n358988553,Un-named bicycle_parking,,designated,,,358988553,53.78671,-1.76159,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w856930823,Un-named place of interest,4,yes,lockers,,0,53.87594,-1.71517,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w856930824,Un-named place of interest,5,,stands,yes,0,53.87577,-1.71491,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w856930822,Un-named place of interest,5,yes,lockers,no,0,53.87606,-1.71496,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w896021120,Un-named place of interest,4,customers,lockers,yes,0,53.84746,-1.63026,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w899166090,Un-named place of interest,,,stands,yes,0,53.83163,-1.64051,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n415511123,Un-named bicycle_parking,,,,,415511123,53.86732,-1.90946,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n423818285,Un-named bicycle_parking,,,,,423818285,53.83531,-1.73037,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n415511040,Un-named bicycle_parking,,,,,415511040,53.86587,-1.90775,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n413990431,Un-named bicycle_parking,6,,stands,no,413990431,53.86598,-1.90628,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1052322829,Un-named place of interest,12,yes,stands,no,0,53.8134,-1.60297,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w947513281,Un-named place of interest,,,shed,yes,0,53.81575,-1.60809,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w869781653,Un-named place of interest,,,shed,,0,53.81558,-1.5821,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w869781652,Un-named place of interest,,,shed,,0,53.81559,-1.58217,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w869781654,Un-named place of interest,,,shed,,0,53.81561,-1.58209,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1013148394,Un-named place of interest,,private,,yes,9347161672,53.80946,-1.55443,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w708085857,Un-named place of interest,,private,shed,yes,0,53.79767,-1.55472,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w946638101,Un-named place of interest,,,shed,yes,0,53.805,-1.55283,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141048,Un-named place of interest,58,yes,stands,no,0,53.8056,-1.55852,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1125875431,Un-named place of interest,48,,,yes,0,53.80295,-1.55633,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141051,Un-named place of interest,,private,shed,yes,0,53.80797,-1.558,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014150066,Un-named place of interest,50,yes,stands,no,0,53.80707,-1.55281,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w946638100,Un-named place of interest,60,unknown,shed,yes,0,53.80493,-1.55262,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1099883232,Un-named place of interest,,private,shed,yes,0,53.80546,-1.54813,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n317094983,Un-named bicycle_parking,6,,stands,no,317094983,53.79125,-1.53364,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141044,Un-named place of interest,58,yes,stands,yes,0,53.80622,-1.55984,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141045,Un-named place of interest,14,private,shed,yes,0,53.8057,-1.5584,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141046,Un-named place of interest,48,yes,stands,yes,0,53.80641,-1.5586,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141047,Un-named place of interest,48,yes,stands,no,0,53.8063,-1.55867,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141049,Un-named place of interest,18,yes,stands,no,0,53.80568,-1.55842,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014141050,Un-named place of interest,20,yes,stands,yes,0,53.80648,-1.55903,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1014148377,Un-named place of interest,,private,shed,yes,0,53.80768,-1.55811,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1096846075,Un-named place of interest,30,permissive,two-tier,yes,0,53.792,-1.553,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n313099959,Un-named bicycle_parking,10,,stands,no,313099959,53.79482,-1.55324,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n342579655,Un-named bicycle_parking,,,,,342579655,53.79654,-1.53633,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n342605807,Un-named bicycle_parking,16,,,,342605807,53.7973,-1.53321,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w967654292,Un-named place of interest,6,yes,lockers,yes,0,53.80469,-1.45178,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1094474766,Un-named place of interest,,private,shed,,0,53.80287,-1.42458,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w701110489,Un-named place of interest,,,,,0,53.80394,-1.52219,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w886572680,Un-named place of interest,10,,stands,yes,0,53.8329,-1.77361,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n310741398,Un-named bicycle_parking,,,,,310741398,53.8339,-1.77769,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n362256878,Un-named bicycle_parking,,,,,362256878,53.83539,-1.7752,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1222947390,Un-named place of interest,10,,stands,yes,0,53.85022,-1.75393,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n310749673,Un-named bicycle_parking,,,,,310749673,53.83568,-1.77441,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w947472241,Un-named place of interest,60,yes,stands,yes,0,53.79937,-1.53404,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w947472242,Un-named place of interest,16,,lockers,yes,0,53.79923,-1.53418,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n320998065,The Common Place,10,,,,320998065,53.79563,-1.53786,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n353922326,Un-named bicycle_parking,12,,stands,no,353922326,53.8072,-1.55367,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n353922328,Un-named bicycle_parking,,,,,353922328,53.80719,-1.55289,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n333799038,Un-named bicycle_parking,16,yes,stands,no,333799038,53.79918,-1.54314,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1056485849,Un-named place of interest,,,,,0,53.81565,-1.46136,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w1056485850,Un-named place of interest,,,,,0,53.81567,-1.46109,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w946638102,Un-named place of interest,,,shed,yes,0,53.80525,-1.55389,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w949388166,Un-named place of interest,,,covered,,0,53.80768,-1.5878,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w708903774,Un-named place of interest,,,,yes,0,53.81468,-1.43456,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w712644495,Un-named place of interest,12,customers,building,yes,0,53.8179,-1.45029,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-w712644496,Un-named place of interest,12,,stands,yes,0,53.81791,-1.45026,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8334686951,Un-named bicycle_parking,4,,stands,no,8334686951,53.72107,-1.85646,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8334686952,Un-named bicycle_parking,12,,stands,yes,8334686952,53.72151,-1.85976,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8334686953,Un-named bicycle_parking,12,,stands,yes,8334686953,53.72169,-1.85854,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9974865429,Un-named bicycle_parking,8,,wall_loops,no,9974865429,53.64961,-1.78076,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8334686950,Un-named bicycle_parking,8,,stands,no,8334686950,53.72214,-1.85999,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8334686954,Un-named bicycle_parking,8,,stands,no,8334686954,53.72242,-1.86196,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8397638343,Un-named bicycle_parking,4,,stands,no,8397638343,53.72115,-1.86128,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11071171421,Un-named bicycle_parking,8,yes,stands,yes,11071171421,53.80673,-1.79676,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11071171428,Un-named bicycle_parking,4,yes,stands,no,11071171428,53.8064,-1.79816,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8243829303,Un-named bicycle_parking,5,,stands,no,8243829303,53.90872,-1.93849,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8291947238,Un-named bicycle_parking,3,,stands,no,8291947238,53.90833,-1.75315,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11005481504,Un-named bicycle_parking,10,,stands,no,11005481504,53.85309,-1.76592,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8075763219,Un-named bicycle_parking,,,lockers,,8075763219,53.86785,-1.90091,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8243914606,Un-named bicycle_parking,4,customers,lockers,,8243914606,53.86778,-1.90066,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10614333048,Un-named bicycle_parking,,,,,10614333048,53.87524,-1.88068,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802541,Un-named bicycle_parking,4,yes,stands,no,9978802541,53.92455,-1.82162,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802542,Un-named bicycle_parking,2,yes,stands,no,9978802542,53.92421,-1.82086,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802546,Un-named bicycle_parking,8,yes,stands,yes,9978802546,53.93192,-1.82103,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802547,Un-named bicycle_parking,,yes,stands,no,9978802547,53.93032,-1.83723,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9979854835,Un-named bicycle_parking,,yes,stands,no,9979854835,53.92749,-1.81966,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9979854836,Un-named bicycle_parking,,,stands,no,9979854836,53.92764,-1.81865,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8309280984,Un-named bicycle_parking,4,,stands,no,8309280984,53.79628,-1.75655,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n8385471632,Un-named bicycle_parking,6,,stands,no,8385471632,53.79333,-1.75127,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978743450,Un-named bicycle_parking,6,yes,stands,no,9978743450,53.92581,-1.82849,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802543,Un-named bicycle_parking,4,,stands,no,9978802543,53.92474,-1.82349,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802544,Un-named bicycle_parking,4,,stands,no,9978802544,53.92525,-1.8233,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9978802545,Un-named bicycle_parking,8,yes,stands,no,9978802545,53.9263,-1.82362,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10829833256,Un-named bicycle_parking,8,,stands,yes,10829833256,53.82053,-1.76935,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361281,Un-named bicycle_parking,4,,,no,4011361281,53.81482,-1.56168,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4202206057,Un-named bicycle_parking,6,,stands,no,4202206057,53.79206,-1.38822,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361274,Un-named bicycle_parking,,,,yes,4011361274,53.80292,-1.54238,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327812,Un-named bicycle_parking,14,,stands,yes,4032327812,53.80687,-1.55528,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4547492463,Un-named bicycle_parking,8,,stands,no,4547492463,53.81074,-1.55612,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4547492475,Un-named bicycle_parking,8,,stands,no,4547492475,53.80854,-1.55262,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3736656438,Un-named bicycle_parking (Lies within a private area.),,,,,3736656438,53.81624,-1.60947,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3874017919,Un-named bicycle_parking,12,,stands,no,3874017919,53.81608,-1.60529,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3874017920,Un-named bicycle_parking,4,,stands,no,3874017920,53.81614,-1.60488,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3874017927,Un-named bicycle_parking,10,yes,stands,yes,3874017927,53.81637,-1.6039,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4158341003,Un-named bicycle_parking,16,,stands,no,4158341003,53.82152,-1.60715,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361282,Un-named bicycle_parking,4,,stands,no,4011361282,53.81948,-1.57624,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361283,Un-named bicycle_parking,3,,stands,yes,4011361283,53.82219,-1.57844,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4713911783,Un-named bicycle_parking,4,,stands,no,4713911783,53.82352,-1.5804,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3957505894,Un-named bicycle_parking,,,,,3957505894,53.81767,-1.5319,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361277,Un-named bicycle_parking,8,,,no,4011361277,53.7964,-1.53749,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361278,Un-named bicycle_parking,10,,stands,no,4011361278,53.7975,-1.54018,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361279,Un-named bicycle_parking,10,,,no,4011361279,53.79548,-1.54244,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4361362293,Un-named bicycle_parking,16,,stands,no,4361362293,53.78862,-1.53149,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4318913209,Un-named bicycle_parking,4,,,,4318913209,53.71334,-1.63063,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4484723959,Un-named bicycle_parking,10,,rack,no,4484723959,53.79314,-1.54504,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3987138397,Un-named bicycle_parking,,,,,3987138397,53.80682,-1.56745,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n3908273656,Un-named bicycle_parking,2,yes,stands,no,3908273656,53.79988,-1.54853,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361271,Un-named bicycle_parking,16,,stands,yes,4011361271,53.8054,-1.55642,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361272,Un-named bicycle_parking,24,,stands,yes,4011361272,53.80515,-1.55489,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361273,Un-named bicycle_parking,20,,stands,yes,4011361273,53.80505,-1.55484,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4011361280,Un-named bicycle_parking,10,,,no,4011361280,53.79909,-1.54737,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327807,Un-named bicycle_parking,6,yes,lockers,yes,4032327807,53.80682,-1.5553,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327819,Un-named bicycle_parking,32,,stands,no,4032327819,53.80693,-1.55603,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327821,Un-named bicycle_parking,30,,stands,no,4032327821,53.80706,-1.55697,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327833,Un-named bicycle_parking,30,,stands,no,4032327833,53.80701,-1.55664,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327838,Un-named bicycle_parking,24,,stands,no,4032327838,53.80718,-1.55657,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4032327840,Un-named bicycle_parking,24,,stands,no,4032327840,53.80712,-1.55617,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4429581979,Un-named bicycle_parking,,,,,4429581979,53.80704,-1.55158,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n4484723964,Un-named bicycle_parking,8,yes,rack,no,4484723964,53.7938,-1.54388,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11141541845,Un-named bicycle_parking,,,,,11141541845,53.8328,-1.78311,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11142509098,Un-named bicycle_parking,,,,,11142509098,53.83627,-1.78876,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11178900613,Un-named bicycle_parking,4,,stands,no,11178900613,53.73022,-1.98237,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11178934435,Un-named bicycle_parking,8,,stands,no,11178934435,53.72898,-1.98175,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11178950805,Un-named bicycle_parking,8,,stands,yes,11178950805,53.72921,-1.98285,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n11377682597,Un-named bicycle_parking,,,lockers,,11377682597,53.78342,-1.76248,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10146882318,Un-named bicycle_parking,10,,stands,no,10146882318,53.80544,-1.55637,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10295387455,Un-named bicycle_parking,18,,stands,yes,10295387455,53.80481,-1.55632,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10746426922,Un-named bicycle_parking,16,,,no,10746426922,53.79599,-1.55583,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9278846253,Un-named bicycle_parking (Lies within a private area.),,,stands,no,9278846253,53.81226,-1.57671,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n9859254874,Un-named bicycle_parking,20,,stands,yes,9859254874,53.79811,-1.57355,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
cycleparking-n10602957776,Un-named bicycle_parking,,,stands,no,10602957776,53.7964,-1.55972,https://www.cyclestreets.net/images/pois/iconsets/osm/transport_parking_bicycle.n.16.png
